movimiento_id,fecha,sku,sucursal_id,tipo_movimiento,cantidad,costo_unitario,costo_total,usuario
MOV-017445,2023-11-15,SKU-1037,SUC-04,entrada,1,1152.38,1152.38,USR-15
MOV-017446,2023-11-15,SKU-1018,SUC-05,devolucion,7,233.74,1636.18,USR-11
MOV-017447,2023-11-15,SKU-1020,SUC-06,entrada,49,725.72,35560.28,USR-03
MOV-017448,2023-11-15,SKU-1015,SUC-05,devolucion,18,676.84,12183.12,USR-04
MOV-017449,2023-11-16,SKU-1027,SUC-10,entrada,33,2191.29,72312.57,USR-15
MOV-017450,2023-11-16,SKU-1024,SUC-05,salida_venta,10,350.72,3507.2,USR-10
MOV-017451,2023-11-16,SKU-1005,SUC-08,salida_venta,3,999.42,2998.26,USR-04
MOV-017452,2023-11-16,SKU-1035,SUC-04,salida_venta,19,901.11,17121.09,USR-05
MOV-017453,2023-11-16,SKU-1024,SUC-09,salida_venta,6,350.72,2104.32,USR-07
MOV-017454,2023-11-16,SKU-1006,SUC-04,entrada,43,1191.81,51247.83,USR-12
MOV-017455,2023-11-16,SKU-1013,SUC-05,entrada,27,240.18,6484.86,USR-14
MOV-017456,2023-11-16,SKU-1011,SUC-06,vencimiento_baja,20,672.44,13448.8,USR-09
MOV-017457,2023-11-16,SKU-1003,SUC-06,salida_venta,11,1398.76,15386.36,USR-08
MOV-017458,2023-11-16,SKU-1008,SUC-03,entrada,25,1680.26,42006.5,USR-11
MOV-017459,2023-11-16,SKU-1021,SUC-05,salida_venta,4,1178.01,4712.04,USR-04
MOV-017460,2023-11-16,SKU-1037,SUC-03,salida_venta,6,1152.38,6914.28,USR-05
MOV-017461,2023-11-16,SKU-1009,SUC-08,entrada,2,752.7,1505.4,USR-19
MOV-017462,2023-11-16,SKU-1010,SUC-07,salida_venta,14,587.01,8218.14,USR-07
MOV-017463,2023-11-16,SKU-1015,SUC-09,entrada,10,676.84,6768.4,USR-07
MOV-017464,2023-11-16,SKU-1033,SUC-10,salida_venta,12,540.79,6489.48,USR-18
MOV-017465,2023-11-16,SKU-1002,SUC-03,entrada,25,306.74,7668.5,USR-10
MOV-017466,2023-11-16,SKU-1003,SUC-01,vencimiento_baja,6,1398.76,8392.56,USR-11
MOV-017467,2023-11-16,SKU-1007,SUC-05,entrada,14,2087.16,29220.24,USR-02
MOV-017468,2023-11-16,SKU-1004,SUC-09,entrada,19,1102.73,20951.87,USR-13
MOV-017469,2023-11-16,SKU-1037,SUC-08,entrada,14,1152.38,16133.32,USR-08
MOV-017470,2023-11-16,SKU-1008,SUC-08,entrada,2,1680.26,3360.52,USR-16
MOV-017471,2023-11-16,SKU-1028,SUC-04,salida_venta,16,2488.26,39812.16,USR-19
MOV-017472,2023-11-16,SKU-1028,SUC-08,salida_venta,11,2488.26,27370.86,USR-11
MOV-017473,2023-11-16,SKU-1000,SUC-10,salida_venta,16,1627.41,26038.56,USR-17
MOV-017474,2023-11-16,SKU-1011,SUC-01,entrada,45,672.44,30259.8,USR-04
MOV-017475,2023-11-16,SKU-1022,SUC-03,entrada,29,2186.65,63412.85,USR-14
MOV-017476,2023-11-16,SKU-1000,SUC-03,salida_venta,12,1627.41,19528.92,USR-02
MOV-017477,2023-11-16,SKU-1013,SUC-03,entrada,42,240.18,10087.56,USR-07
MOV-017478,2023-11-16,SKU-1037,SUC-05,entrada,30,1152.38,34571.4,USR-05
MOV-017479,2023-11-17,SKU-1038,SUC-08,entrada,31,2103.19,65198.89,USR-04
MOV-017480,2023-11-17,SKU-1027,SUC-03,salida_venta,2,2191.29,4382.58,USR-04
MOV-017481,2023-11-17,SKU-1016,SUC-02,salida_venta,7,956.03,6692.21,USR-18
MOV-017482,2023-11-17,SKU-1021,SUC-07,entrada,30,1178.01,35340.3,USR-03
MOV-017483,2023-11-17,SKU-1002,SUC-07,salida_venta,17,306.74,5214.58,USR-17
MOV-017484,2023-11-17,SKU-1005,SUC-04,salida_venta,11,999.42,10993.62,USR-16
MOV-017485,2023-11-17,SKU-1001,SUC-03,salida_venta,7,1862.26,13035.82,USR-05
MOV-017486,2023-11-17,SKU-1015,SUC-02,vencimiento_baja,7,676.84,4737.88,USR-16
MOV-017487,2023-11-17,SKU-1039,SUC-05,salida_venta,10,1244.89,12448.9,USR-02
MOV-017488,2023-11-17,SKU-1035,SUC-10,entrada,35,901.11,31538.85,USR-16
MOV-017489,2023-11-17,SKU-1032,SUC-06,vencimiento_baja,8,1830.51,14644.08,USR-13
MOV-017490,2023-11-17,SKU-1038,SUC-03,entrada,7,2103.19,14722.33,USR-19
MOV-017491,2023-11-17,SKU-1029,SUC-03,salida_venta,13,623.77,8109.01,USR-19
MOV-017492,2023-11-17,SKU-1013,SUC-03,salida_venta,5,240.18,1200.9,USR-09
MOV-017493,2023-11-17,SKU-1015,SUC-03,entrada,48,676.84,32488.32,USR-01
MOV-017494,2023-11-17,SKU-1022,SUC-07,entrada,3,2186.65,6559.95,USR-10
MOV-017495,2023-11-17,SKU-1006,SUC-03,entrada,20,1191.81,23836.2,USR-05
MOV-017496,2023-11-17,SKU-1001,SUC-04,entrada,11,1862.26,20484.86,USR-19
MOV-017497,2023-11-17,SKU-1020,SUC-01,vencimiento_baja,7,725.72,5080.04,USR-06
MOV-017498,2023-11-17,SKU-1008,SUC-05,entrada,48,1680.26,80652.48,USR-18
MOV-017499,2023-11-17,SKU-1026,SUC-07,entrada,2,1369.15,2738.3,USR-03
MOV-017500,2023-11-17,SKU-1013,SUC-07,salida_venta,16,240.18,3842.88,USR-13
MOV-017501,2023-11-17,SKU-1033,SUC-09,entrada,26,540.79,14060.54,USR-04
MOV-017502,2023-11-17,SKU-1011,SUC-02,salida_venta,7,672.44,4707.08,USR-07
MOV-017503,2023-11-17,SKU-1035,SUC-01,entrada,44,901.11,39648.84,USR-14
MOV-017504,2023-11-17,SKU-1015,SUC-09,salida_venta,19,676.84,12859.96,USR-16
MOV-017505,2023-11-17,SKU-1033,SUC-07,salida_venta,17,540.79,9193.43,USR-16
MOV-017506,2023-11-17,SKU-1033,SUC-06,salida_venta,5,540.79,2703.95,USR-06
MOV-017507,2023-11-17,SKU-1032,SUC-10,entrada,20,1830.51,36610.2,USR-04
MOV-017508,2023-11-17,SKU-1025,SUC-09,salida_venta,3,2204.78,6614.34,USR-08
MOV-017509,2023-11-17,SKU-1008,SUC-01,entrada,20,1680.26,33605.2,USR-19
MOV-017510,2023-11-17,SKU-1025,SUC-10,entrada,29,2204.78,63938.62,USR-01
MOV-017511,2023-11-17,SKU-1028,SUC-08,salida_venta,10,2488.26,24882.6,USR-08
MOV-017512,2023-11-17,SKU-1009,SUC-01,entrada,25,752.7,18817.5,USR-03
MOV-017513,2023-11-17,SKU-1037,SUC-09,entrada,3,1152.38,3457.14,USR-06
MOV-017514,2023-11-17,SKU-1010,SUC-06,entrada,44,587.01,25828.44,USR-02
MOV-017515,2023-11-17,SKU-1023,SUC-01,entrada,18,470.95,8477.1,USR-11
MOV-017516,2023-11-17,SKU-1035,SUC-09,devolucion,10,901.11,9011.1,USR-20
MOV-017517,2023-11-17,SKU-1004,SUC-09,entrada,26,1102.73,28670.98,USR-16
MOV-017518,2023-11-17,SKU-1012,SUC-05,devolucion,9,1957.92,17621.28,USR-06
MOV-017519,2023-11-17,SKU-1023,SUC-01,salida_venta,4,470.95,1883.8,USR-15
MOV-017520,2023-11-17,SKU-1027,SUC-04,entrada,22,2191.29,48208.38,USR-01
MOV-017521,2023-11-17,SKU-1017,SUC-06,entrada,41,194.02,7954.82,USR-18
MOV-017522,2023-11-17,SKU-1030,SUC-01,salida_venta,7,1792.98,12550.86,USR-01
MOV-017523,2023-11-17,SKU-1003,SUC-02,entrada,32,1398.76,44760.32,USR-06
MOV-017524,2023-11-17,SKU-1012,SUC-09,entrada,12,1957.92,23495.04,USR-08
MOV-017525,2023-11-17,SKU-1038,SUC-03,salida_venta,11,2103.19,23135.09,USR-20
MOV-017526,2023-11-17,SKU-1038,SUC-02,salida_venta,13,2103.19,27341.47,USR-09
MOV-017527,2023-11-18,SKU-1018,SUC-04,devolucion,2,233.74,467.48,USR-07
MOV-017528,2023-11-18,SKU-1027,SUC-10,devolucion,12,2191.29,26295.48,USR-19
MOV-017529,2023-11-18,SKU-1004,SUC-06,vencimiento_baja,7,1102.73,7719.11,USR-19
MOV-017530,2023-11-18,SKU-1000,SUC-09,entrada,15,1627.41,24411.15,USR-10
MOV-017531,2023-11-18,SKU-1025,SUC-08,salida_venta,9,2204.78,19843.02,USR-20
MOV-017532,2023-11-18,SKU-1003,SUC-02,entrada,25,1398.76,34969.0,USR-01
MOV-017533,2023-11-18,SKU-1013,SUC-07,salida_venta,13,240.18,3122.34,USR-13
MOV-017534,2023-11-18,SKU-1039,SUC-03,devolucion,15,1244.89,18673.35,USR-13
MOV-017535,2023-11-18,SKU-1001,SUC-09,salida_venta,18,1862.26,33520.68,USR-06
MOV-017536,2023-11-18,SKU-1009,SUC-10,salida_venta,16,752.7,12043.2,USR-20
MOV-017537,2023-11-18,SKU-1025,SUC-06,entrada,8,2204.78,17638.24,USR-02
MOV-017538,2023-11-18,SKU-1016,SUC-03,entrada,28,956.03,26768.84,USR-05
MOV-017539,2023-11-18,SKU-1017,SUC-08,vencimiento_baja,15,194.02,2910.3,USR-17
MOV-017540,2023-11-18,SKU-1021,SUC-05,entrada,44,1178.01,51832.44,USR-14
MOV-017541,2023-11-18,SKU-1007,SUC-03,entrada,46,2087.16,96009.36,USR-03
MOV-017542,2023-11-18,SKU-1007,SUC-08,salida_venta,15,2087.16,31307.4,USR-17
MOV-017543,2023-11-18,SKU-1037,SUC-07,entrada,1,1152.38,1152.38,USR-02
MOV-017544,2023-11-18,SKU-1014,SUC-05,entrada,18,1037.43,18673.74,USR-02
MOV-017545,2023-11-18,SKU-1021,SUC-03,salida_venta,13,1178.01,15314.13,USR-10
MOV-017546,2023-11-18,SKU-1028,SUC-10,salida_venta,9,2488.26,22394.34,USR-03
MOV-017547,2023-11-18,SKU-1020,SUC-08,entrada,4,725.72,2902.88,USR-02
MOV-017548,2023-11-18,SKU-1029,SUC-04,entrada,23,623.77,14346.71,USR-05
MOV-017549,2023-11-18,SKU-1028,SUC-09,entrada,6,2488.26,14929.56,USR-07
MOV-017550,2023-11-18,SKU-1032,SUC-09,entrada,15,1830.51,27457.65,USR-16
MOV-017551,2023-11-18,SKU-1020,SUC-08,salida_venta,9,725.72,6531.48,USR-07
MOV-017552,2023-11-18,SKU-1019,SUC-07,entrada,42,2430.01,102060.42,USR-02
MOV-017553,2023-11-18,SKU-1024,SUC-03,entrada,21,350.72,7365.12,USR-20
MOV-017554,2023-11-18,SKU-1026,SUC-04,entrada,14,1369.15,19168.1,USR-11
MOV-017555,2023-11-18,SKU-1037,SUC-01,salida_venta,16,1152.38,18438.08,USR-13
MOV-017556,2023-11-18,SKU-1025,SUC-07,salida_venta,6,2204.78,13228.68,USR-20
MOV-017557,2023-11-18,SKU-1032,SUC-02,entrada,21,1830.51,38440.71,USR-04
MOV-017558,2023-11-18,SKU-1038,SUC-06,entrada,19,2103.19,39960.61,USR-07
MOV-017559,2023-11-18,SKU-1016,SUC-04,devolucion,15,956.03,14340.45,USR-04
MOV-017560,2023-11-18,SKU-1031,SUC-07,salida_venta,12,1324.26,15891.12,USR-05
MOV-017561,2023-11-18,SKU-1000,SUC-03,vencimiento_baja,8,1627.41,13019.28,USR-12
MOV-017562,2023-11-18,SKU-1005,SUC-05,ajuste_negativo,10,999.42,9994.2,USR-20
MOV-017563,2023-11-18,SKU-1007,SUC-01,devolucion,16,2087.16,33394.56,USR-08
MOV-017564,2023-11-18,SKU-1005,SUC-01,salida_venta,1,999.42,999.42,USR-15
MOV-017565,2023-11-18,SKU-1026,SUC-02,ajuste_negativo,2,1369.15,2738.3,USR-11
MOV-017566,2023-11-18,SKU-1002,SUC-04,entrada,35,306.74,10735.9,USR-14
MOV-017567,2023-11-18,SKU-1003,SUC-03,ajuste_negativo,12,1398.76,16785.12,USR-03
MOV-017568,2023-11-18,SKU-1009,SUC-07,vencimiento_baja,1,752.7,752.7,USR-02
MOV-017569,2023-11-18,SKU-1028,SUC-10,entrada,12,2488.26,29859.12,USR-08
MOV-017570,2023-11-18,SKU-1031,SUC-02,entrada,45,1324.26,59591.7,USR-09
MOV-017571,2023-11-18,SKU-1037,SUC-06,entrada,34,1152.38,39180.92,USR-04
MOV-017572,2023-11-18,SKU-1017,SUC-01,entrada,21,194.02,4074.42,USR-05
MOV-017573,2023-11-18,SKU-1029,SUC-06,ajuste_negativo,11,623.77,6861.47,USR-09
MOV-017574,2023-11-18,SKU-1006,SUC-02,salida_venta,6,1191.81,7150.86,USR-13
MOV-017575,2023-11-19,SKU-1023,SUC-07,salida_venta,15,470.95,7064.25,USR-16
MOV-017576,2023-11-19,SKU-1007,SUC-08,entrada,32,2087.16,66789.12,USR-01
MOV-017577,2023-11-19,SKU-1030,SUC-08,entrada,5,1792.98,8964.9,USR-12
MOV-017578,2023-11-19,SKU-1034,SUC-08,entrada,31,1210.2,37516.2,USR-14
MOV-017579,2023-11-19,SKU-1038,SUC-09,salida_venta,11,2103.19,23135.09,USR-09
MOV-017580,2023-11-19,SKU-1026,SUC-09,salida_venta,18,1369.15,24644.7,USR-18
MOV-017581,2023-11-19,SKU-1001,SUC-04,entrada,27,1862.26,50281.02,USR-02
MOV-017582,2023-11-19,SKU-1020,SUC-10,salida_venta,15,725.72,10885.8,USR-06
MOV-017583,2023-11-19,SKU-1025,SUC-08,entrada,25,2204.78,55119.5,USR-07
MOV-017584,2023-11-19,SKU-1008,SUC-04,salida_venta,10,1680.26,16802.6,USR-02
MOV-017585,2023-11-19,SKU-1014,SUC-05,salida_venta,6,1037.43,6224.58,USR-20
MOV-017586,2023-11-19,SKU-1002,SUC-04,salida_venta,13,306.74,3987.62,USR-07
MOV-017587,2023-11-19,SKU-1039,SUC-03,salida_venta,7,1244.89,8714.23,USR-06
MOV-017588,2023-11-19,SKU-1014,SUC-07,entrada,17,1037.43,17636.31,USR-12
MOV-017589,2023-11-19,SKU-1023,SUC-07,ajuste_negativo,5,470.95,2354.75,USR-08
MOV-017590,2023-11-19,SKU-1032,SUC-03,salida_venta,3,1830.51,5491.53,USR-17
MOV-017591,2023-11-19,SKU-1026,SUC-07,entrada,2,1369.15,2738.3,USR-14
MOV-017592,2023-11-19,SKU-1037,SUC-09,salida_venta,20,1152.38,23047.6,USR-17
MOV-017593,2023-11-19,SKU-1013,SUC-06,salida_venta,12,240.18,2882.16,USR-01
MOV-017594,2023-11-19,SKU-1004,SUC-06,salida_venta,3,1102.73,3308.19,USR-09
MOV-017595,2023-11-19,SKU-1018,SUC-02,devolucion,9,233.74,2103.66,USR-03
MOV-017596,2023-11-19,SKU-1029,SUC-06,entrada,21,623.77,13099.17,USR-15
MOV-017597,2023-11-19,SKU-1026,SUC-04,entrada,17,1369.15,23275.55,USR-10
MOV-017598,2023-11-19,SKU-1030,SUC-03,entrada,8,1792.98,14343.84,USR-12
MOV-017599,2023-11-19,SKU-1039,SUC-02,salida_venta,4,1244.89,4979.56,USR-13
MOV-017600,2023-11-19,SKU-1033,SUC-03,salida_venta,14,540.79,7571.06,USR-07
MOV-017601,2023-11-19,SKU-1013,SUC-07,vencimiento_baja,4,240.18,960.72,USR-16
MOV-017602,2023-11-19,SKU-1013,SUC-01,salida_venta,18,240.18,4323.24,USR-12
MOV-017603,2023-11-19,SKU-1037,SUC-06,entrada,5,1152.38,5761.9,USR-11
MOV-017604,2023-11-19,SKU-1005,SUC-09,entrada,49,999.42,48971.58,USR-07
MOV-017605,2023-11-19,SKU-1006,SUC-10,entrada,4,1191.81,4767.24,USR-03
MOV-017606,2023-11-20,SKU-1014,SUC-01,salida_venta,2,1037.43,2074.86,USR-10
MOV-017607,2023-11-20,SKU-1022,SUC-01,salida_venta,10,2186.65,21866.5,USR-05
MOV-017608,2023-11-20,SKU-1023,SUC-08,entrada,44,470.95,20721.8,USR-16
MOV-017609,2023-11-20,SKU-1028,SUC-08,ajuste_negativo,11,2488.26,27370.86,USR-01
MOV-017610,2023-11-20,SKU-1023,SUC-08,entrada,32,470.95,15070.4,USR-03
MOV-017611,2023-11-20,SKU-1004,SUC-03,salida_venta,14,1102.73,15438.22,USR-13
MOV-017612,2023-11-20,SKU-1025,SUC-04,devolucion,8,2204.78,17638.24,USR-16
MOV-017613,2023-11-20,SKU-1036,SUC-01,entrada,44,1165.64,51288.16,USR-13
MOV-017614,2023-11-20,SKU-1033,SUC-06,entrada,41,540.79,22172.39,USR-17
MOV-017615,2023-11-20,SKU-1039,SUC-06,salida_venta,5,1244.89,6224.45,USR-07
MOV-017616,2023-11-20,SKU-1003,SUC-04,entrada,42,1398.76,58747.92,USR-08
MOV-017617,2023-11-20,SKU-1019,SUC-06,salida_venta,19,2430.01,46170.19,USR-18
MOV-017618,2023-11-20,SKU-1012,SUC-09,entrada,4,1957.92,7831.68,USR-20
MOV-017619,2023-11-20,SKU-1009,SUC-04,salida_venta,7,752.7,5268.9,USR-03
MOV-017620,2023-11-20,SKU-1007,SUC-03,salida_venta,8,2087.16,16697.28,USR-04
MOV-017621,2023-11-20,SKU-1036,SUC-09,entrada,24,1165.64,27975.36,USR-04
MOV-017622,2023-11-20,SKU-1004,SUC-10,salida_venta,6,1102.73,6616.38,USR-10
MOV-017623,2023-11-20,SKU-1012,SUC-09,vencimiento_baja,20,1957.92,39158.4,USR-13
MOV-017624,2023-11-20,SKU-1016,SUC-04,devolucion,13,956.03,12428.39,USR-05
MOV-017625,2023-11-20,SKU-1033,SUC-06,vencimiento_baja,12,540.79,6489.48,USR-09
MOV-017626,2023-11-20,SKU-1030,SUC-05,salida_venta,17,1792.98,30480.66,USR-06
MOV-017627,2023-11-20,SKU-1001,SUC-05,entrada,24,1862.26,44694.24,USR-01
MOV-017628,2023-11-20,SKU-1016,SUC-08,entrada,9,956.03,8604.27,USR-02
MOV-017629,2023-11-20,SKU-1024,SUC-01,salida_venta,5,350.72,1753.6,USR-10
MOV-017630,2023-11-20,SKU-1008,SUC-06,entrada,35,1680.26,58809.1,USR-13
MOV-017631,2023-11-20,SKU-1034,SUC-07,salida_venta,8,1210.2,9681.6,USR-17
MOV-017632,2023-11-20,SKU-1025,SUC-09,entrada,38,2204.78,83781.64,USR-02
MOV-017633,2023-11-20,SKU-1029,SUC-09,entrada,4,623.77,2495.08,USR-01
MOV-017634,2023-11-20,SKU-1026,SUC-01,entrada,1,1369.15,1369.15,USR-11
MOV-017635,2023-11-20,SKU-1038,SUC-02,entrada,5,2103.19,10515.95,USR-02
MOV-017636,2023-11-20,SKU-1016,SUC-07,salida_venta,19,956.03,18164.57,USR-03
MOV-017637,2023-11-20,SKU-1025,SUC-06,salida_venta,17,2204.78,37481.26,USR-03
MOV-017638,2023-11-20,SKU-1011,SUC-07,vencimiento_baja,4,672.44,2689.76,USR-10
MOV-017639,2023-11-20,SKU-1031,SUC-10,salida_venta,20,1324.26,26485.2,USR-14
MOV-017640,2023-11-20,SKU-1024,SUC-05,entrada,38,350.72,13327.36,USR-01
MOV-017641,2023-11-20,SKU-1006,SUC-01,salida_venta,8,1191.81,9534.48,USR-08
MOV-017642,2023-11-20,SKU-1006,SUC-09,salida_venta,6,1191.81,7150.86,USR-03
MOV-017643,2023-11-20,SKU-1031,SUC-09,salida_venta,9,1324.26,11918.34,USR-08
MOV-017644,2023-11-20,SKU-1000,SUC-06,entrada,36,1627.41,58586.76,USR-01
MOV-017645,2023-11-21,SKU-1005,SUC-06,salida_venta,15,999.42,14991.3,USR-02
MOV-017646,2023-11-21,SKU-1009,SUC-10,salida_venta,16,752.7,12043.2,USR-10
MOV-017647,2023-11-21,SKU-1007,SUC-05,vencimiento_baja,5,2087.16,10435.8,USR-11
MOV-017648,2023-11-21,SKU-1031,SUC-04,salida_venta,20,1324.26,26485.2,USR-01
MOV-017649,2023-11-21,SKU-1012,SUC-06,salida_venta,1,1957.92,1957.92,USR-20
MOV-017650,2023-11-21,SKU-1010,SUC-03,salida_venta,5,587.01,2935.05,USR-20
MOV-017651,2023-11-21,SKU-1024,SUC-06,entrada,41,350.72,14379.52,USR-13
MOV-017652,2023-11-21,SKU-1030,SUC-08,ajuste_negativo,8,1792.98,14343.84,USR-08
MOV-017653,2023-11-21,SKU-1035,SUC-03,entrada,19,901.11,17121.09,USR-07
MOV-017654,2023-11-21,SKU-1036,SUC-09,salida_venta,1,1165.64,1165.64,USR-14
MOV-017655,2023-11-21,SKU-1033,SUC-05,entrada,47,540.79,25417.13,USR-06
MOV-017656,2023-11-21,SKU-1038,SUC-05,entrada,27,2103.19,56786.13,USR-13
MOV-017657,2023-11-21,SKU-1025,SUC-10,salida_venta,13,2204.78,28662.14,USR-19
MOV-017658,2023-11-21,SKU-1032,SUC-03,vencimiento_baja,20,1830.51,36610.2,USR-02
MOV-017659,2023-11-21,SKU-1027,SUC-08,devolucion,12,2191.29,26295.48,USR-09
MOV-017660,2023-11-21,SKU-1028,SUC-05,salida_venta,18,2488.26,44788.68,USR-03
MOV-017661,2023-11-21,SKU-1012,SUC-02,entrada,2,1957.92,3915.84,USR-07
MOV-017662,2023-11-21,SKU-1004,SUC-08,entrada,12,1102.73,13232.76,USR-17
MOV-017663,2023-11-21,SKU-1031,SUC-05,entrada,21,1324.26,27809.46,USR-16
MOV-017664,2023-11-21,SKU-1034,SUC-07,salida_venta,6,1210.2,7261.2,USR-17
MOV-017665,2023-11-21,SKU-1037,SUC-03,vencimiento_baja,17,1152.38,19590.46,USR-06
MOV-017666,2023-11-21,SKU-1002,SUC-01,entrada,5,306.74,1533.7,USR-03
MOV-017667,2023-11-21,SKU-1024,SUC-07,entrada,20,350.72,7014.4,USR-18
MOV-017668,2023-11-21,SKU-1028,SUC-01,entrada,17,2488.26,42300.42,USR-06
MOV-017669,2023-11-21,SKU-1027,SUC-05,entrada,21,2191.29,46017.09,USR-13
MOV-017670,2023-11-21,SKU-1033,SUC-06,salida_venta,10,540.79,5407.9,USR-11
MOV-017671,2023-11-21,SKU-1010,SUC-08,salida_venta,1,587.01,587.01,USR-01
MOV-017672,2023-11-21,SKU-1026,SUC-08,entrada,45,1369.15,61611.75,USR-08
MOV-017673,2023-11-21,SKU-1027,SUC-07,salida_venta,12,2191.29,26295.48,USR-19
MOV-017674,2023-11-21,SKU-1025,SUC-09,ajuste_negativo,18,2204.78,39686.04,USR-10
MOV-017675,2023-11-21,SKU-1022,SUC-05,entrada,9,2186.65,19679.85,USR-03
MOV-017676,2023-11-21,SKU-1017,SUC-08,entrada,2,194.02,388.04,USR-13
MOV-017677,2023-11-21,SKU-1023,SUC-05,entrada,35,470.95,16483.25,USR-09
MOV-017678,2023-11-22,SKU-1008,SUC-08,salida_venta,15,1680.26,25203.9,USR-04
MOV-017679,2023-11-22,SKU-1004,SUC-06,entrada,46,1102.73,50725.58,USR-05
MOV-017680,2023-11-22,SKU-1011,SUC-01,entrada,37,672.44,24880.28,USR-18
MOV-017681,2023-11-22,SKU-1037,SUC-04,entrada,8,1152.38,9219.04,USR-02
MOV-017682,2023-11-22,SKU-1030,SUC-05,salida_venta,7,1792.98,12550.86,USR-16
MOV-017683,2023-11-22,SKU-1000,SUC-01,ajuste_negativo,10,1627.41,16274.1,USR-18
MOV-017684,2023-11-22,SKU-1036,SUC-07,salida_venta,20,1165.64,23312.8,USR-05
MOV-017685,2023-11-22,SKU-1000,SUC-10,salida_venta,5,1627.41,8137.05,USR-10
MOV-017686,2023-11-22,SKU-1028,SUC-02,entrada,35,2488.26,87089.1,USR-03
MOV-017687,2023-11-22,SKU-1012,SUC-06,vencimiento_baja,13,1957.92,25452.96,USR-08
MOV-017688,2023-11-22,SKU-1001,SUC-09,salida_venta,1,1862.26,1862.26,USR-12
MOV-017689,2023-11-22,SKU-1015,SUC-04,salida_venta,16,676.84,10829.44,USR-07
MOV-017690,2023-11-22,SKU-1031,SUC-07,entrada,34,1324.26,45024.84,USR-15
MOV-017691,2023-11-22,SKU-1035,SUC-04,entrada,34,901.11,30637.74,USR-09
MOV-017692,2023-11-22,SKU-1027,SUC-04,salida_venta,8,2191.29,17530.32,USR-17
MOV-017693,2023-11-22,SKU-1031,SUC-04,salida_venta,14,1324.26,18539.64,USR-04
MOV-017694,2023-11-22,SKU-1013,SUC-10,devolucion,3,240.18,720.54,USR-10
MOV-017695,2023-11-22,SKU-1002,SUC-10,ajuste_negativo,5,306.74,1533.7,USR-16
MOV-017696,2023-11-22,SKU-1022,SUC-06,salida_venta,16,2186.65,34986.4,USR-02
MOV-017697,2023-11-22,SKU-1016,SUC-08,vencimiento_baja,7,956.03,6692.21,USR-02
MOV-017698,2023-11-22,SKU-1032,SUC-08,entrada,23,1830.51,42101.73,USR-05
MOV-017699,2023-11-22,SKU-1037,SUC-03,devolucion,3,1152.38,3457.14,USR-10
MOV-017700,2023-11-22,SKU-1003,SUC-05,entrada,46,1398.76,64342.96,USR-11
MOV-017701,2023-11-22,SKU-1028,SUC-07,entrada,40,2488.26,99530.4,USR-04
MOV-017702,2023-11-22,SKU-1023,SUC-10,entrada,12,470.95,5651.4,USR-05
MOV-017703,2023-11-22,SKU-1000,SUC-02,salida_venta,5,1627.41,8137.05,USR-15
MOV-017704,2023-11-22,SKU-1019,SUC-01,salida_venta,6,2430.01,14580.06,USR-20
MOV-017705,2023-11-22,SKU-1028,SUC-06,salida_venta,18,2488.26,44788.68,USR-10
MOV-017706,2023-11-22,SKU-1008,SUC-04,entrada,5,1680.26,8401.3,USR-19
MOV-017707,2023-11-22,SKU-1008,SUC-01,entrada,2,1680.26,3360.52,USR-08
MOV-017708,2023-11-22,SKU-1039,SUC-01,ajuste_negativo,5,1244.89,6224.45,USR-19
MOV-017709,2023-11-22,SKU-1023,SUC-05,entrada,12,470.95,5651.4,USR-14
MOV-017710,2023-11-22,SKU-1005,SUC-01,salida_venta,5,999.42,4997.1,USR-11
MOV-017711,2023-11-22,SKU-1032,SUC-07,entrada,3,1830.51,5491.53,USR-11
MOV-017712,2023-11-22,SKU-1037,SUC-05,salida_venta,10,1152.38,11523.8,USR-02
MOV-017713,2023-11-22,SKU-1016,SUC-06,vencimiento_baja,2,956.03,1912.06,USR-06
MOV-017714,2023-11-22,SKU-1025,SUC-03,entrada,20,2204.78,44095.6,USR-10
MOV-017715,2023-11-22,SKU-1026,SUC-03,devolucion,2,1369.15,2738.3,USR-01
MOV-017716,2023-11-22,SKU-1024,SUC-10,salida_venta,4,350.72,1402.88,USR-13
MOV-017717,2023-11-22,SKU-1000,SUC-02,devolucion,15,1627.41,24411.15,USR-11
MOV-017718,2023-11-22,SKU-1036,SUC-10,devolucion,3,1165.64,3496.92,USR-15
MOV-017719,2023-11-22,SKU-1000,SUC-01,salida_venta,10,1627.41,16274.1,USR-11
MOV-017720,2023-11-22,SKU-1036,SUC-02,salida_venta,16,1165.64,18650.24,USR-13
MOV-017721,2023-11-22,SKU-1013,SUC-01,salida_venta,11,240.18,2641.98,USR-02
MOV-017722,2023-11-22,SKU-1008,SUC-10,entrada,32,1680.26,53768.32,USR-08
MOV-017723,2023-11-22,SKU-1033,SUC-03,salida_venta,20,540.79,10815.8,USR-08
MOV-017724,2023-11-22,SKU-1012,SUC-09,entrada,24,1957.92,46990.08,USR-12
MOV-017725,2023-11-22,SKU-1000,SUC-03,salida_venta,14,1627.41,22783.74,USR-02
MOV-017726,2023-11-22,SKU-1029,SUC-03,salida_venta,10,623.77,6237.7,USR-17
MOV-017727,2023-11-22,SKU-1031,SUC-10,salida_venta,18,1324.26,23836.68,USR-15
MOV-017728,2023-11-22,SKU-1027,SUC-09,vencimiento_baja,2,2191.29,4382.58,USR-18
